Ticker Symbol,Entity Name,Unique ID,As Of Date,Screen Name,Is Verified,Is Protected,Date Joined,Tweets Count,Following,Followers,Likes,Listed Count,Twitter Id,Date Added,Date Updated,Ticker Sector,Ticker Industry
nasdaq:jack,18956020,53750562,2018-07-23 00:00:00,JackBox,True,False,2009-01-13 00:00:00,17001,10969,93844,3824,1338,18956020,20180723,2018-07-23 11:14:41,Consumer Services,Travel & Leisure
nasdaq:sonc,40349928,53751379,2018-07-23 00:00:00,sonicdrivein,True,False,2009-05-15 00:00:00,47122,4861,362848,1633,1556,40349928,20180723,2018-07-23 11:16:08,Consumer Services,Travel & Leisure
nasdaq:wen,59553554,53751651,2018-07-23 00:00:00,Wendys,True,False,2009-07-23 00:00:00,134451,1264,2730860,29550,5008,59553554,20180723,2018-07-23 11:16:36,Consumer Services,Travel & Leisure
vtx:bkw,167421802,53753796,2018-07-23 00:00:00,BurgerKing,True,False,2010-07-16 00:00:00,20843,3911,1648047,7488,3171,167421802,20180723,2018-07-23 11:20:06,Utilities,Electricity
nyse:mcd,321430105,53753313,2018-07-23 00:00:00,MeEncanta,True,False,2011-06-21 00:00:00,6789,2248,27392,1768,92,321430105,20180723,2018-07-23 11:19:18,Consumer Services,Travel & Leisure
nyse:mcd,2590023517,53753314,2018-07-23 00:00:00,365Black,True,False,2014-06-26 00:00:00,2233,512,11461,654,36,2590023517,20180723,2018-07-23 11:19:18,Consumer Services,Travel & Leisure
nyse:mcd,71026122,53753315,2018-07-23 00:00:00,McDonalds,True,False,2009-09-02 00:00:00,451081,14366,3485267,3747,8491,71026122,20180723,2018-07-23 11:19:18,Consumer Services,Travel & Leisure
nyse:mcd,18223550,53753316,2018-07-23 00:00:00,RMHC,True,False,2008-12-18 00:00:00,17561,2526,33979,11862,592,18223550,20180723,2018-07-23 11:19:18,Consumer Services,Travel & Leisure
nasdaq:jack,18956020,53741279,2018-07-22 00:00:00,JackBox,True,False,2009-01-13 00:00:00,16999,10968,93843,3825,1326,18956020,20180722,2018-07-22 02:43:06,Consumer Services,Travel & Leisure
nasdaq:sonc,40349928,53742096,2018-07-22 00:00:00,sonicdrivein,True,False,2009-05-15 00:00:00,47071,4862,362817,1633,1556,40349928,20180722,2018-07-22 02:47:48,Consumer Services,Travel & Leisure
nasdaq:wen,59553554,53742368,2018-07-22 00:00:00,Wendys,True,False,2009-07-23 00:00:00,134409,1264,2730353,29550,4972,59553554,20180722,2018-07-22 02:48:55,Consumer Services,Travel & Leisure
vtx:bkw,167421802,53744513,2018-07-22 00:00:00,BurgerKing,True,False,2010-07-16 00:00:00,20842,3913,1647982,7489,3175,167421802,20180722,2018-07-22 02:57:11,Utilities,Electricity
nyse:mcd,321430105,53744030,2018-07-22 00:00:00,MeEncanta,True,False,2011-06-21 00:00:00,6788,2248,27404,1763,91,321430105,20180722,2018-07-22 02:55:31,Consumer Services,Travel & Leisure
nyse:mcd,2590023517,53744031,2018-07-22 00:00:00,365Black,True,False,2014-06-26 00:00:00,2233,512,11470,654,36,2590023517,20180722,2018-07-22 02:55:31,Consumer Services,Travel & Leisure
nyse:mcd,71026122,53744032,2018-07-22 00:00:00,McDonalds,True,False,2009-09-02 00:00:00,450958,14372,3485088,3747,8489,71026122,20180722,2018-07-22 02:55:31,Consumer Services,Travel & Leisure
nyse:mcd,18223550,53744033,2018-07-22 00:00:00,RMHC,True,False,2008-12-18 00:00:00,17561,2526,33984,11863,592,18223550,20180722,2018-07-22 02:55:31,Consumer Services,Travel & Leisure
nasdaq:jack,18956020,53731998,2018-07-20 00:00:00,JackBox,True,False,2009-01-13 00:00:00,16993,10971,93844,3825,1326,18956020,20180720,2018-07-20 02:00:33,Consumer Services,Travel & Leisure
nasdaq:sonc,40349928,53732815,2018-07-20 00:00:00,sonicdrivein,True,False,2009-05-15 00:00:00,46991,4862,362753,1635,1556,40349928,20180720,2018-07-20 02:03:52,Consumer Services,Travel & Leisure
nasdaq:wen,59553554,53733087,2018-07-20 00:00:00,Wendys,True,False,2009-07-23 00:00:00,134346,1264,2729190,29559,4960,59553554,20180720,2018-07-20 02:04:57,Consumer Services,Travel & Leisure
vtx:bkw,167421802,53735232,2018-07-20 00:00:00,BurgerKing,True,False,2010-07-16 00:00:00,20840,3914,1647703,7491,3169,167421802,20180720,2018-07-20 02:15:11,Utilities,Electricity
nyse:mcd,321430105,53734749,2018-07-20 00:00:00,MeEncanta,True,False,2011-06-21 00:00:00,6788,2246,27409,1762,91,321430105,20180720,2018-07-20 02:13:31,Consumer Services,Travel & Leisure
nyse:mcd,2590023517,53734750,2018-07-20 00:00:00,365Black,True,False,2014-06-26 00:00:00,2233,512,11469,654,36,2590023517,20180720,2018-07-20 02:13:31,Consumer Services,Travel & Leisure
nyse:mcd,71026122,53734751,2018-07-20 00:00:00,McDonalds,True,False,2009-09-02 00:00:00,450646,14376,3484822,3733,8486,71026122,20180720,2018-07-20 02:13:31,Consumer Services,Travel & Leisure
nyse:mcd,18223550,53734752,2018-07-20 00:00:00,RMHC,True,False,2008-12-18 00:00:00,17560,2526,33978,11863,592,18223550,20180720,2018-07-20 02:13:31,Consumer Services,Travel & Leisure
nasdaq:jack,18956020,53722730,2018-07-19 00:00:00,JackBox,True,False,2009-01-13 00:00:00,16990,10972,93840,3825,1326,18956020,20180718,2018-07-18 22:11:38,Consumer Services,Travel & Leisure
nasdaq:sonc,40349928,53723547,2018-07-19 00:00:00,sonicdrivein,True,False,2009-05-15 00:00:00,46936,4863,362599,1636,1557,40349928,20180718,2018-07-18 22:18:09,Consumer Services,Travel & Leisure
nasdaq:wen,59553554,53723819,2018-07-19 00:00:00,Wendys,True,False,2009-07-23 00:00:00,134284,1263,2728123,29552,4971,59553554,20180718,2018-07-18 22:20:26,Consumer Services,Travel & Leisure
vtx:bkw,167421802,53725964,2018-07-19 00:00:00,BurgerKing,True,False,2010-07-16 00:00:00,20840,3918,1647329,7490,3179,167421802,20180718,2018-07-18 22:35:57,Utilities,Electricity
nyse:mcd,321430105,53725481,2018-07-19 00:00:00,MeEncanta,True,False,2011-06-21 00:00:00,6773,2237,27403,1761,91,321430105,20180718,2018-07-18 22:32:53,Consumer Services,Travel & Leisure
nyse:mcd,2590023517,53725482,2018-07-19 00:00:00,365Black,True,False,2014-06-26 00:00:00,2233,512,11470,654,36,2590023517,20180718,2018-07-18 22:32:53,Consumer Services,Travel & Leisure
nyse:mcd,71026122,53725483,2018-07-19 00:00:00,McDonalds,True,False,2009-09-02 00:00:00,450463,14377,3484606,3722,8490,71026122,20180718,2018-07-18 22:32:53,Consumer Services,Travel & Leisure
nyse:mcd,18223550,53725484,2018-07-19 00:00:00,RMHC,True,False,2008-12-18 00:00:00,17560,2525,33971,11862,591,18223550,20180718,2018-07-18 22:32:53,Consumer Services,Travel & Leisure
nasdaq:jack,18956020,53713461,2018-07-18 00:00:00,JackBox,True,False,2009-01-13 00:00:00,16984,10973,93836,3825,1327,18956020,20180718,2018-07-18 00:29:51,Consumer Services,Travel & Leisure
nasdaq:sonc,40349928,53714278,2018-07-18 00:00:00,sonicdrivein,True,False,2009-05-15 00:00:00,46876,4863,362471,1630,1557,40349928,20180718,2018-07-18 00:31:56,Consumer Services,Travel & Leisure
nasdaq:wen,59553554,53714550,2018-07-18 00:00:00,Wendys,True,False,2009-07-23 00:00:00,134228,1263,2727183,29553,4964,59553554,20180718,2018-07-18 00:32:45,Consumer Services,Travel & Leisure
vtx:bkw,167421802,53716695,2018-07-18 00:00:00,BurgerKing,True,False,2010-07-16 00:00:00,20827,3917,1647052,7486,3178,167421802,20180718,2018-07-18 00:38:34,Utilities,Electricity
nyse:mcd,321430105,53716212,2018-07-18 00:00:00,MeEncanta,True,False,2011-06-21 00:00:00,6764,2226,27403,1758,91,321430105,20180718,2018-07-18 00:37:19,Consumer Services,Travel & Leisure
nyse:mcd,2590023517,53716213,2018-07-18 00:00:00,365Black,True,False,2014-06-26 00:00:00,2233,512,11476,654,36,2590023517,20180718,2018-07-18 00:37:19,Consumer Services,Travel & Leisure
nyse:mcd,71026122,53716214,2018-07-18 00:00:00,McDonalds,True,False,2009-09-02 00:00:00,450281,14378,3484336,3718,8486,71026122,20180718,2018-07-18 00:37:19,Consumer Services,Travel & Leisure
nyse:mcd,18223550,53716215,2018-07-18 00:00:00,RMHC,True,False,2008-12-18 00:00:00,17560,2526,33967,11862,591,18223550,20180718,2018-07-18 00:37:19,Consumer Services,Travel & Leisure
nasdaq:jack,18956020,53704193,2018-07-17 00:00:00,JackBox,True,False,2009-01-13 00:00:00,16978,10971,93813,3825,1326,18956020,20180717,2018-07-17 00:06:26,Consumer Services,Travel & Leisure
nasdaq:sonc,40349928,53705010,2018-07-17 00:00:00,sonicdrivein,True,False,2009-05-15 00:00:00,46840,4863,362419,1628,1557,40349928,20180717,2018-07-17 00:10:33,Consumer Services,Travel & Leisure
nasdaq:wen,59553554,53705282,2018-07-17 00:00:00,Wendys,True,False,2009-07-23 00:00:00,134081,1262,2726274,29510,5007,59553554,20180717,2018-07-17 00:12:01,Consumer Services,Travel & Leisure
vtx:bkw,167421802,53707426,2018-07-17 00:00:00,BurgerKing,True,False,2010-07-16 00:00:00,20791,3919,1646813,7476,3168,167421802,20180717,2018-07-17 00:20:31,Utilities,Electricity
nyse:mcd,321430105,53706943,2018-07-17 00:00:00,MeEncanta,True,False,2011-06-21 00:00:00,6764,2226,27407,1758,91,321430105,20180717,2018-07-17 00:18:27,Consumer Services,Travel & Leisure
nyse:mcd,2590023517,53706944,2018-07-17 00:00:00,365Black,True,False,2014-06-26 00:00:00,2232,512,11480,653,36,2590023517,20180717,2018-07-17 00:18:27,Consumer Services,Travel & Leisure
nyse:mcd,71026122,53706945,2018-07-17 00:00:00,McDonalds,True,False,2009-09-02 00:00:00,450061,14378,3484052,3711,8482,71026122,20180717,2018-07-17 00:18:27,Consumer Services,Travel & Leisure
nyse:mcd,18223550,53706946,2018-07-17 00:00:00,RMHC,True,False,2008-12-18 00:00:00,17559,2526,33969,11863,591,18223550,20180717,2018-07-17 00:18:28,Consumer Services,Travel & Leisure
nasdaq:jack,18956020,53694933,2018-07-16 00:00:00,JackBox,True,False,2009-01-13 00:00:00,16963,10968,93802,3825,1327,18956020,20180715,2018-07-15 23:35:49,Consumer Services,Travel & Leisure
nasdaq:sonc,40349928,53695749,2018-07-16 00:00:00,sonicdrivein,True,False,2009-05-15 00:00:00,46790,4864,362380,1628,1556,40349928,20180715,2018-07-15 23:39:56,Consumer Services,Travel & Leisure
nasdaq:wen,59553554,53696021,2018-07-16 00:00:00,Wendys,True,False,2009-07-23 00:00:00,133970,1261,2725329,29466,4970,59553554,20180715,2018-07-15 23:41:21,Consumer Services,Travel & Leisure
vtx:bkw,167421802,53698166,2018-07-16 00:00:00,BurgerKing,True,False,2010-07-16 00:00:00,20790,3919,1646603,7476,3165,167421802,20180715,2018-07-15 23:50:51,Utilities,Electricity
nyse:mcd,321430105,53697682,2018-07-16 00:00:00,MeEncanta,True,False,2011-06-21 00:00:00,6763,2226,27412,1758,91,321430105,20180715,2018-07-15 23:48:53,Consumer Services,Travel & Leisure
nyse:mcd,2590023517,53697683,2018-07-16 00:00:00,365Black,True,False,2014-06-26 00:00:00,2232,512,11485,653,36,2590023517,20180715,2018-07-15 23:48:53,Consumer Services,Travel & Leisure
nyse:mcd,71026122,53697684,2018-07-16 00:00:00,McDonalds,True,False,2009-09-02 00:00:00,449909,14378,3483855,3703,8480,71026122,20180715,2018-07-15 23:48:53,Consumer Services,Travel & Leisure
nyse:mcd,18223550,53697685,2018-07-16 00:00:00,RMHC,True,False,2008-12-18 00:00:00,17559,2527,33965,11858,591,18223550,20180715,2018-07-15 23:48:53,Consumer Services,Travel & Leisure
nasdaq:jack,18956020,53685676,2018-07-15 00:00:00,JackBox,True,False,2009-01-13 00:00:00,16962,10968,93783,3826,1326,18956020,20180714,2018-07-14 23:13:59,Consumer Services,Travel & Leisure
nasdaq:sonc,40349928,53686492,2018-07-15 00:00:00,sonicdrivein,True,False,2009-05-15 00:00:00,46726,4864,362246,1628,1557,40349928,20180714,2018-07-14 23:17:04,Consumer Services,Travel & Leisure
nasdaq:wen,59553554,53686764,2018-07-15 00:00:00,Wendys,True,False,2009-07-23 00:00:00,133934,1261,2723973,29467,4966,59553554,20180714,2018-07-14 23:18:17,Consumer Services,Travel & Leisure
vtx:bkw,167421802,53688908,2018-07-15 00:00:00,BurgerKing,True,False,2010-07-16 00:00:00,20788,3918,1646327,7477,3177,167421802,20180714,2018-07-14 23:27:15,Utilities,Electricity
nyse:mcd,321430105,53688425,2018-07-15 00:00:00,MeEncanta,True,False,2011-06-21 00:00:00,6763,2226,27410,1758,91,321430105,20180714,2018-07-14 23:25:28,Consumer Services,Travel & Leisure
nyse:mcd,2590023517,53688426,2018-07-15 00:00:00,365Black,True,False,2014-06-26 00:00:00,2232,512,11479,653,36,2590023517,20180714,2018-07-14 23:25:28,Consumer Services,Travel & Leisure
nyse:mcd,71026122,53688427,2018-07-15 00:00:00,McDonalds,True,False,2009-09-02 00:00:00,449777,14378,3483508,3704,8485,71026122,20180714,2018-07-14 23:25:28,Consumer Services,Travel & Leisure
nyse:mcd,18223550,53688428,2018-07-15 00:00:00,RMHC,True,False,2008-12-18 00:00:00,17559,2526,33959,11858,591,18223550,20180714,2018-07-14 23:25:28,Consumer Services,Travel & Leisure
nasdaq:jack,18956020,53676418,2018-07-14 00:00:00,JackBox,True,False,2009-01-13 00:00:00,16962,10967,93781,3826,1326,18956020,20180714,2018-07-14 17:55:33,Consumer Services,Travel & Leisure
nasdaq:sonc,40349928,53677234,2018-07-14 00:00:00,sonicdrivein,True,False,2009-05-15 00:00:00,46722,4864,362230,1628,1557,40349928,20180714,2018-07-14 17:56:39,Consumer Services,Travel & Leisure
nasdaq:wen,59553554,53677506,2018-07-14 00:00:00,Wendys,True,False,2009-07-23 00:00:00,133933,1261,2723270,29465,4946,59553554,20180714,2018-07-14 17:57:00,Consumer Services,Travel & Leisure
vtx:bkw,167421802,53679650,2018-07-14 00:00:00,BurgerKing,True,False,2010-07-16 00:00:00,20788,3918,1646291,7477,3171,167421802,20180714,2018-07-14 17:59:41,Utilities,Electricity
nyse:mcd,321430105,53679167,2018-07-14 00:00:00,MeEncanta,True,False,2011-06-21 00:00:00,6763,2226,27411,1758,91,321430105,20180714,2018-07-14 17:59:07,Consumer Services,Travel & Leisure
nyse:mcd,2590023517,53679168,2018-07-14 00:00:00,365Black,True,False,2014-06-26 00:00:00,2232,512,11479,653,36,2590023517,20180714,2018-07-14 17:59:07,Consumer Services,Travel & Leisure
nyse:mcd,71026122,53679169,2018-07-14 00:00:00,McDonalds,True,False,2009-09-02 00:00:00,449759,14378,3483417,3704,8483,71026122,20180714,2018-07-14 17:59:07,Consumer Services,Travel & Leisure
nyse:mcd,18223550,53679170,2018-07-14 00:00:00,RMHC,True,False,2008-12-18 00:00:00,17559,2526,33962,11858,591,18223550,20180714,2018-07-14 17:59:07,Consumer Services,Travel & Leisure
nasdaq:jack,18956020,53667183,2018-07-13 00:00:00,JackBox,True,False,2009-01-13 00:00:00,16958,10970,93780,3827,1325,18956020,20180713,2018-07-13 01:01:50,Consumer Services,Travel & Leisure
nasdaq:sonc,40349928,53668000,2018-07-13 00:00:00,sonicdrivein,True,False,2009-05-15 00:00:00,46648,4867,362164,1628,1556,40349928,20180713,2018-07-13 01:03:57,Consumer Services,Travel & Leisure
nasdaq:wen,59553554,53668272,2018-07-13 00:00:00,Wendys,True,False,2009-07-23 00:00:00,133868,1261,2721259,29460,4954,59553554,20180713,2018-07-13 01:04:43,Consumer Services,Travel & Leisure
vtx:bkw,167421802,53670413,2018-07-13 00:00:00,BurgerKing,True,False,2010-07-16 00:00:00,20786,3917,1645927,7477,3169,167421802,20180713,2018-07-13 01:09:52,Utilities,Electricity
nyse:mcd,321430105,53669930,2018-07-13 00:00:00,MeEncanta,True,False,2011-06-21 00:00:00,6761,2225,27415,1758,91,321430105,20180713,2018-07-13 01:08:44,Consumer Services,Travel & Leisure
nyse:mcd,2590023517,53669931,2018-07-13 00:00:00,365Black,True,False,2014-06-26 00:00:00,2231,512,11476,653,36,2590023517,20180713,2018-07-13 01:08:44,Consumer Services,Travel & Leisure
nyse:mcd,71026122,53669932,2018-07-13 00:00:00,McDonalds,True,False,2009-09-02 00:00:00,449599,14378,3482779,3696,8483,71026122,20180713,2018-07-13 01:08:44,Consumer Services,Travel & Leisure
nyse:mcd,18223550,53669933,2018-07-13 00:00:00,RMHC,True,False,2008-12-18 00:00:00,17559,2526,33958,11859,591,18223550,20180713,2018-07-13 01:08:44,Consumer Services,Travel & Leisure
nasdaq:jack,18956020,53657957,2018-07-12 00:00:00,JackBox,True,False,2009-01-13 00:00:00,16952,10966,96565,3827,1338,18956020,20180712,2018-07-12 12:38:18,Consumer Services,Travel & Leisure
nasdaq:sonc,40349928,53658774,2018-07-12 00:00:00,sonicdrivein,True,False,2009-05-15 00:00:00,46601,4868,369988,1628,1556,40349928,20180712,2018-07-12 12:39:42,Consumer Services,Travel & Leisure
nasdaq:wen,59553554,53659046,2018-07-12 00:00:00,Wendys,True,False,2009-07-23 00:00:00,133804,1259,2755013,29454,4951,59553554,20180712,2018-07-12 12:40:09,Consumer Services,Travel & Leisure
vtx:bkw,167421802,53661188,2018-07-12 00:00:00,BurgerKing,True,False,2010-07-16 00:00:00,20786,3918,1682336,7477,3169,167421802,20180712,2018-07-12 12:43:33,Utilities,Electricity
nyse:mcd,321430105,53660705,2018-07-12 00:00:00,MeEncanta,True,False,2011-06-21 00:00:00,6761,2225,27838,1758,91,321430105,20180712,2018-07-12 12:42:49,Consumer Services,Travel & Leisure
nyse:mcd,2590023517,53660706,2018-07-12 00:00:00,365Black,True,False,2014-06-26 00:00:00,2231,512,11477,653,36,2590023517,20180712,2018-07-12 12:42:49,Consumer Services,Travel & Leisure
nyse:mcd,71026122,53660707,2018-07-12 00:00:00,McDonalds,True,False,2009-09-02 00:00:00,449500,14381,3614242,3691,8486,71026122,20180712,2018-07-12 12:42:49,Consumer Services,Travel & Leisure
nyse:mcd,18223550,53660708,2018-07-12 00:00:00,RMHC,True,False,2008-12-18 00:00:00,17558,2526,34779,11859,590,18223550,20180712,2018-07-12 12:42:49,Consumer Services,Travel & Leisure
nasdaq:jack,18956020,53648731,2018-07-11 00:00:00,JackBox,True,False,2009-01-13 00:00:00,16942,10964,96541,3828,1326,18956020,20180711,2018-07-11 00:16:43,Consumer Services,Travel & Leisure
nasdaq:sonc,40349928,53649548,2018-07-11 00:00:00,sonicdrivein,True,False,2009-05-15 00:00:00,46531,4868,369881,1629,1554,40349928,20180711,2018-07-11 00:19:19,Consumer Services,Travel & Leisure
nasdaq:wen,59553554,53649820,2018-07-11 00:00:00,Wendys,True,False,2009-07-23 00:00:00,133640,1258,2752100,29416,4934,59553554,20180711,2018-07-11 00:20:05,Consumer Services,Travel & Leisure
vtx:bkw,167421802,53651962,2018-07-11 00:00:00,BurgerKing,True,False,2010-07-16 00:00:00,20777,3919,1681912,7481,3161,167421802,20180711,2018-07-11 00:27:01,Utilities,Electricity
nyse:mcd,321430105,53651479,2018-07-11 00:00:00,MeEncanta,True,False,2011-06-21 00:00:00,6757,2225,27843,1758,91,321430105,20180711,2018-07-11 00:25:26,Consumer Services,Travel & Leisure
nyse:mcd,2590023517,53651480,2018-07-11 00:00:00,365Black,True,False,2014-06-26 00:00:00,2231,512,11478,653,36,2590023517,20180711,2018-07-11 00:25:26,Consumer Services,Travel & Leisure
nyse:mcd,71026122,53651481,2018-07-11 00:00:00,McDonalds,True,False,2009-09-02 00:00:00,449277,14382,3613691,3688,8481,71026122,20180711,2018-07-11 00:25:26,Consumer Services,Travel & Leisure
nyse:mcd,18223550,53651482,2018-07-11 00:00:00,RMHC,True,False,2008-12-18 00:00:00,17558,2526,34775,11859,590,18223550,20180711,2018-07-11 00:25:26,Consumer Services,Travel & Leisure
nasdaq:jack,18956020,53639504,2018-07-10 00:00:00,JackBox,True,False,2009-01-13 00:00:00,16938,10964,96528,3827,1327,18956020,20180709,2018-07-09 23:22:05,Consumer Services,Travel & Leisure
nasdaq:sonc,40349928,53640322,2018-07-10 00:00:00,sonicdrivein,True,False,2009-05-15 00:00:00,46462,4868,369770,1629,1554,40349928,20180709,2018-07-09 23:25:59,Consumer Services,Travel & Leisure
nasdaq:wen,59553554,53640594,2018-07-10 00:00:00,Wendys,True,False,2009-07-23 00:00:00,133478,1258,2750008,29370,4963,59553554,20180709,2018-07-09 23:27:02,Consumer Services,Travel & Leisure
vtx:bkw,167421802,53642737,2018-07-10 00:00:00,BurgerKing,True,False,2010-07-16 00:00:00,20778,3922,1681578,7481,3171,167421802,20180709,2018-07-09 23:37:40,Utilities,Electricity
nyse:mcd,321430105,53642253,2018-07-10 00:00:00,MeEncanta,True,False,2011-06-21 00:00:00,6754,2224,27850,1758,91,321430105,20180709,2018-07-09 23:35:25,Consumer Services,Travel & Leisure
nyse:mcd,2590023517,53642254,2018-07-10 00:00:00,365Black,True,False,2014-06-26 00:00:00,2231,512,11480,653,36,2590023517,20180709,2018-07-09 23:35:25,Consumer Services,Travel & Leisure
nyse:mcd,71026122,53642255,2018-07-10 00:00:00,McDonalds,True,False,2009-09-02 00:00:00,449058,14384,3613377,3688,8490,71026122,20180709,2018-07-09 23:35:25,Consumer Services,Travel & Leisure
nyse:mcd,18223550,53642256,2018-07-10 00:00:00,RMHC,True,False,2008-12-18 00:00:00,17558,2527,34769,11859,590,18223550,20180709,2018-07-09 23:35:25,Consumer Services,Travel & Leisure
nasdaq:jack,18956020,53622256,2018-07-09 00:00:00,JackBox,True,False,2009-01-13 00:00:00,16935,10965,96510,3827,1326,18956020,20180708,2018-07-08 22:38:39,Consumer Services,Travel & Leisure
nasdaq:sonc,40349928,53623892,2018-07-09 00:00:00,sonicdrivein,True,False,2009-05-15 00:00:00,46420,4869,369707,1629,1553,40349928,20180708,2018-07-08 22:42:57,Consumer Services,Travel & Leisure
nasdaq:wen,59553554,53624436,2018-07-09 00:00:00,Wendys,True,False,2009-07-23 00:00:00,133396,1257,2748911,29358,4946,59553554,20180708,2018-07-08 22:44:23,Consumer Services,Travel & Leisure
vtx:bkw,167421802,53628722,2018-07-09 00:00:00,BurgerKing,True,False,2010-07-16 00:00:00,20771,3922,1681370,7480,3163,167421802,20180708,2018-07-08 22:54:23,Utilities,Electricity
nyse:mcd,321430105,53627754,2018-07-09 00:00:00,MeEncanta,True,False,2011-06-21 00:00:00,6746,2224,27852,1759,91,321430105,20180708,2018-07-08 22:52:23,Consumer Services,Travel & Leisure
nyse:mcd,2590023517,53627756,2018-07-09 00:00:00,365Black,True,False,2014-06-26 00:00:00,2231,511,11477,643,36,2590023517,20180708,2018-07-08 22:52:23,Consumer Services,Travel & Leisure
nyse:mcd,71026122,53627758,2018-07-09 00:00:00,McDonalds,True,False,2009-09-02 00:00:00,448951,14382,3613097,3691,8481,71026122,20180708,2018-07-08 22:52:23,Consumer Services,Travel & Leisure
nyse:mcd,18223550,53627760,2018-07-09 00:00:00,RMHC,True,False,2008-12-18 00:00:00,17558,2528,34777,11859,590,18223550,20180708,2018-07-08 22:52:23,Consumer Services,Travel & Leisure
nasdaq:jack,18956020,53622255,2018-07-08 00:00:00,JackBox,True,False,2009-01-13 00:00:00,16935,10965,96511,3827,1326,18956020,20180708,2018-07-08 22:38:39,Consumer Services,Travel & Leisure
nasdaq:sonc,40349928,53623891,2018-07-08 00:00:00,sonicdrivein,True,False,2009-05-15 00:00:00,46409,4869,369699,1629,1553,40349928,20180708,2018-07-08 22:42:57,Consumer Services,Travel & Leisure
nasdaq:wen,59553554,53624435,2018-07-08 00:00:00,Wendys,True,False,2009-07-23 00:00:00,133396,1257,2748752,29359,4943,59553554,20180708,2018-07-08 22:44:23,Consumer Services,Travel & Leisure
vtx:bkw,167421802,53628721,2018-07-08 00:00:00,BurgerKing,True,False,2010-07-16 00:00:00,20771,3923,1681352,7480,3166,167421802,20180708,2018-07-08 22:54:23,Utilities,Electricity
nyse:mcd,321430105,53627753,2018-07-08 00:00:00,MeEncanta,True,False,2011-06-21 00:00:00,6746,2224,27853,1759,91,321430105,20180708,2018-07-08 22:52:23,Consumer Services,Travel & Leisure
nyse:mcd,2590023517,53627755,2018-07-08 00:00:00,365Black,True,False,2014-06-26 00:00:00,2231,511,11477,643,36,2590023517,20180708,2018-07-08 22:52:23,Consumer Services,Travel & Leisure
nyse:mcd,71026122,53627757,2018-07-08 00:00:00,McDonalds,True,False,2009-09-02 00:00:00,448951,14381,3613080,3691,8479,71026122,20180708,2018-07-08 22:52:23,Consumer Services,Travel & Leisure
nyse:mcd,18223550,53627759,2018-07-08 00:00:00,RMHC,True,False,2008-12-18 00:00:00,17558,2528,34776,11859,591,18223550,20180708,2018-07-08 22:52:23,Consumer Services,Travel & Leisure
nasdaq:jack,18956020,53611837,2018-07-07 00:00:00,JackBox,True,False,2009-01-13 00:00:00,16933,10966,96493,3827,1325,18956020,20180706,2018-07-06 22:52:55,Consumer Services,Travel & Leisure
nasdaq:sonc,40349928,53612655,2018-07-07 00:00:00,sonicdrivein,True,False,2009-05-15 00:00:00,46334,4868,369587,1630,1552,40349928,20180706,2018-07-06 22:56:45,Consumer Services,Travel & Leisure
nasdaq:wen,59553554,53612927,2018-07-07 00:00:00,Wendys,True,False,2009-07-23 00:00:00,133294,1257,2746426,29363,4948,59553554,20180706,2018-07-06 22:57:57,Consumer Services,Travel & Leisure
vtx:bkw,167421802,53615070,2018-07-07 00:00:00,BurgerKing,True,False,2010-07-16 00:00:00,20770,3924,1680833,7482,3160,167421802,20180706,2018-07-06 23:06:28,Utilities,Electricity
nyse:mcd,321430105,53614586,2018-07-07 00:00:00,MeEncanta,True,False,2011-06-21 00:00:00,6746,2224,27845,1759,91,321430105,20180706,2018-07-06 23:04:47,Consumer Services,Travel & Leisure
nyse:mcd,2590023517,53614587,2018-07-07 00:00:00,365Black,True,False,2014-06-26 00:00:00,2223,512,11448,643,36,2590023517,20180706,2018-07-06 23:04:47,Consumer Services,Travel & Leisure
nyse:mcd,71026122,53614588,2018-07-07 00:00:00,McDonalds,True,False,2009-09-02 00:00:00,448943,14384,3612566,3691,8478,71026122,20180706,2018-07-06 23:04:47,Consumer Services,Travel & Leisure
nyse:mcd,18223550,53614589,2018-07-07 00:00:00,RMHC,True,False,2008-12-18 00:00:00,17558,2528,34771,11859,590,18223550,20180706,2018-07-06 23:04:47,Consumer Services,Travel & Leisure
nasdaq:jack,18956020,53602616,2018-07-06 00:00:00,JackBox,True,False,2009-01-13 00:00:00,16931,10967,96487,3827,1325,18956020,20180706,2018-07-06 18:06:01,Consumer Services,Travel & Leisure
nasdaq:sonc,40349928,53603434,2018-07-06 00:00:00,sonicdrivein,True,False,2009-05-15 00:00:00,46331,4868,369568,1630,1552,40349928,20180706,2018-07-06 18:07:13,Consumer Services,Travel & Leisure
nasdaq:wen,59553554,53603706,2018-07-06 00:00:00,Wendys,True,False,2009-07-23 00:00:00,133279,1256,2746152,29364,4933,59553554,20180706,2018-07-06 18:07:38,Consumer Services,Travel & Leisure
vtx:bkw,167421802,53605849,2018-07-06 00:00:00,BurgerKing,True,False,2010-07-16 00:00:00,20770,3923,1680751,7482,3161,167421802,20180706,2018-07-06 18:10:44,Utilities,Electricity
nyse:mcd,321430105,53605365,2018-07-06 00:00:00,MeEncanta,True,False,2011-06-21 00:00:00,6746,2224,27843,1759,91,321430105,20180706,2018-07-06 18:10:05,Consumer Services,Travel & Leisure
nyse:mcd,2590023517,53605366,2018-07-06 00:00:00,365Black,True,False,2014-06-26 00:00:00,2223,512,11443,643,36,2590023517,20180706,2018-07-06 18:10:05,Consumer Services,Travel & Leisure
